name,id,description,search_term,wikidata_id,wikidata_label,wikidata_description
Área de Proteção Ambiental Rio Pardinho e do Rio Vermelho,4940,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rio Pardinho e do Rio Vermelho,Q28220912,Rio Pardinho e Rio Vermelho Environmental Protection Area,"environmental protection area in São Paulo, Brazil"
Área de Proteção Ambiental Rio Preto,5327,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rio Preto,Q96611699,NONE,NONE
Estação Ecológica Rio Preto,5329,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Rio Preto,Q96614597,NONE,NONE
Reserva Extrativista Rio Preto-Jacundá,1317,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Rio Preto-Jacundá,Q96614147,NONE,NONE
Estação Ecológica Rio Ronuro,1349,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Rio Ronuro,Q25067396,Rio Ronuro Ecological Station,"ecological station in Mato Grosso, Brazil"
Estação Ecológica Rio Roosevelt,1346,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Rio Roosevelt,Q25067459,Rio Roosevelt Ecological Station,"ecological station in Mato Grosso, Brazil"
Monumento Natural Rio São Francisco,5077,nature reserve in Brazil (Monumento Natural),Monumento Natural Rio São Francisco,Q10332133,Rio São Francisco Natural Monument,natural monument in Brazil
Reserva Biológica Rio Trombetas,623,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Rio Trombeta,Q7335344,Rio Trombetas Biological Reserve,"biological reserve in Pará, Brazil"
Parque Estadual Rio Turvo,4929,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio Turvo,Q2053974,Turvo State Park,"state park in Rio Grande do Sul, Brazil"
Reserva Extrativista Rio Unini,4416,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Rio Unini,Q10359691,NONE,NONE
Floresta Estadual Rio Urubu,3548,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Rio Urubu,Q27507332,Rio Urubu State Forest,"state forest in the state of Amazonas, Brazil"
Parque Estadual Rio Vermelho,2275,nature reserve in Brazil (Parque Estadual),Parque Estadual Rio Vermelho,Q10345090,Rio Vermelho State Park,state park in Brazil
Floresta Estadual de Rendimento Sustentado Rio Vermelho (C),819,nature reserve in Brazil (Floresta Estadual de Rendimento Sustentado),Floresta Estadual de Rendimento Sustentado Rio Vermelho (C),Q96614879,NONE,NONE
Reserva Extrativista Riozinho da Liberdade,4264,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Riozinho da Liberdade,Q10359694,NONE,NONE
Reserva Extrativista Riozinho do Anfrísio,4248,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Riozinho do Anfrísio,Q10359693,NONE,NONE
Floresta Nacional Ritápolis,2352,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Ritápoli,Q10282885,Ritápolis National Forest,national forest in Brazil
Parque Estadual Roberto Ribas Lange,1179,nature reserve in Brazil (Parque Estadual),Parque Estadual Roberto Ribas Lange,Q28220817,Roberto Ribas Lange State Park,"State park in Paraná, Brazil"
Área de Proteção Ambiental Roncador,5566,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Roncador,Q96612258,Área de Proteção Ambiental Roncador,NONE
Floresta Nacional Roraima,652,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Roraima,Q25248102,Roraima National Forest,NONE
Área de Proteção Ambiental Rota do Sol,2455,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Rota do Sol,Q10395944,Área de Proteção Ambiental Rota do Sol,NONE
Reserva Extrativista Roxinho,3023,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Roxinho,Q96614149,NONE,NONE
Parque Estadual Sagarana,4190,nature reserve in Brazil (Parque Estadual),Parque Estadual Sagarana,Q96740910,Parque Estadual de Sagarana,NONE
Parque Nacional Saint-Hilaire/Lange,2577,nature reserve in Brazil (Parque Nacional),Parque Nacional Saint-Hilaire/Lange,Q7400654,Saint-Hilaire/Lange National Park,nature conservation unit owned by brazilian federal government
Reserva Biológica Saltinho,984,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Saltinho,Q7406139,Saltinho Biological Reserve,"Biological Reserve in the state of Pernambuco, Brazil"
Área de Proteção Ambiental Salto Magessi,3541,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Salto Magessi,Q96611707,NONE,NONE
Estação Ecológica Samuel,825,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Samuel,Q25066748,Samuel Ecological Station,ecological Station
Estação Ecológica Santa Bárbara,962,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Santa Bárbara,Q48866836,Estação Ecológica de Santa Bárbara,NONE
Área de Proteção Ambiental Santa Cruz,5480,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Santa Cruz,Q96612338,Área de Proteção Ambiental Serra São José,NONE
Refúgio de Vida Silvestre Santa Cruz,5145,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Santa Cruz,Q10358523,Santa Cruz Wildlife Refuge,"Wildlife refuge off the coast of Espírito Santo, Brazil"
Reserva Biológica Santa Isabel,857,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Santa Isabel,Q7419619,Santa Isabel Biological Reserve,"biological reserve in Sergipe, Brazil"
Estação Ecológica Santa Maria,964,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Santa Maria,Q96614587,NONE,NONE
Área de Proteção Ambiental Santo Antônio,1199,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Santo Antônio,Q96612267,NONE,NONE
Monumento Natural Santo Antônio,5500,nature reserve in Brazil (Monumento Natural),Monumento Natural Santo Antônio,Q96615106,NONE,NONE
Área de Relevante Interesse Ecológico Santuário de Vida Silvestre do Riacho Fundo,1300,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico Santuário de Vida Silvestre do Riacho Fundo,Q96612168,NONE,NONE
Parque Estadual São Camilo,1286,nature reserve in Brazil (Parque Estadual),Parque Estadual São Camilo,Q114753308,"Ants (Hymenoptera: Formicidae) of the Parque Estadual São Camilo, an isolated Atlantic Forest remnant in western Paraná, Brazil",scientific article published in 2022
Área de Relevante Interesse Ecológico São Domingos,1268,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico São Domingos,Q96611754,NONE,NONE
Reserva Biológica São Donato,2315,nature reserve in Brazil (Reserva Biológica),Reserva Biológica São Donato,Q7665444,São Donato Biological Reserve,NONE
Floresta Nacional São Francisco de Paula,1292,nature reserve in Brazil (Floresta Nacional),Floresta Nacional São Francisco de Paula,Q10282890,São Francisco de Paula National Forest,national forest in Rio Grande do Sul
Área de Proteção Ambiental São Francisco Xavier,3446,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental São Francisco Xavier,Q28220496,São Francisco Xavier Environmental Protection Area,NONE
Área de Proteção Ambiental São Geraldo do Araguaia,1312,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental São Geraldo do Araguaia,Q30326560,São Geraldo do Araguaia Environmental Protection Area,NONE
Reserva Extrativista São João da Ponta,3466,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista São João da Ponta,Q10359703,São João da Ponta Extractive Reserve,NONE
Parque Nacional São Joaquim,998,nature reserve in Brazil (Parque Nacional),Parque Nacional São Joaquim,Q946244,São Joaquim National Park,national park of Brazil
Floresta Estadual São Judas Tadeu,5495,nature reserve in Brazil (Floresta Estadual),Floresta Estadual São Judas Tadeu,Q96614917,NONE,NONE
Floresta Nacional Saracá-Taquera,660,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Saracá-Taquera,Q25067991,Saracá-Taquera National Forest,"national forest in Pará, Brazil"
Parque Nacional Sempre-Vivas,3467,nature reserve in Brazil (Parque Nacional),Parque Nacional Sempre-Viva,Q2269548,Sempre Vivas National Park,"national park in the state of Minas Gerais, Brazil"
Área de Proteção Ambiental Sepetiba II,5478,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Sepetiba II,Q96611260,NONE,NONE
Estação Ecológica Seridó,936,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Seridó,Q7454763,Seridó Ecological Station,NONE
Reserva Extrativista Seringueira,3022,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Seringueira,Q96614151,NONE,NONE
Reserva Biológica Serra Azul (MG),2923,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Serra Azul (MG),Q96613942,NONE,NONE
Área de Proteção Ambiental Serra Branca/Raso da Catarina,2353,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra branca/raso da Catarina,Q28220716,Serra Branca / Raso da Catarina Environmental Protection Area,NONE
Área de Relevante Interesse Ecológico Serra da Abelha,1112,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico Serra da Abelha,Q10395976,NONE,NONE
Área de Proteção Ambiental Serra da Aratanha,2714,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra da Aratanha,Q96610974,NONE,NONE
Parque Estadual Serra da Baitaca,3189,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra da Baitaca,Q25418808,Serra da Baitaca State Park,NONE
Monumento Natural Serra da Beleza,5634,nature reserve in Brazil (Monumento Natural),Monumento Natural Serra da Beleza,Q96614952,Monumento Natural Estadual da Serra da Beleza,NONE
Parque Estadual Serra da Boa Esperança,4824,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra da Boa Esperança,Q10370334,Parque Estadual Serra da Boa Esperança,NONE
Parque Nacional Serra da Bocaina,851,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra da Bocaina,Q7455207,Serra da Bocaina National Park,NONE
Parque Nacional Serra da Canastra,995,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra da Canastra,Q7455211,Serra da Canastra National Park,"national park in the state of Minas Gerais, Brazil"
Parque Estadual Serra da Candonga,2921,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra da Candonga,Q25429628,NONE,NONE
Estação Ecológica Serra da Canoa,5243,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Serra da Canoa,Q96614624,NONE,NONE
Parque Estadual Serra da Concórdia,3489,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra da Concórdia,Q10345035,Serra da Concórdia State Park,Brazilian state park
Parque Nacional Serra da Cutia,1396,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra da Cutia,Q7455209,Serra da Cutia National Park,NONE
Parque Estadual Serra da Esperança,5511,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra da Esperança,Q10370334,Parque Estadual Serra da Boa Esperança,NONE
Área de Proteção Ambiental Serra da Esperança,2380,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra da Esperança,Q96613446,Área de Proteção Ambiental Estadual da Serra da Esperança,NONE
Refúgio de Vida Silvestre Serra da Estrela,5640,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Serra da Estrela,Q96741145,NONE,NONE
Área de Proteção Ambiental Serra da Ibiapaba,1145,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra da Ibiapaba,Q30326564,Serra da Ibiapaba Environmental Protection Area,NONE
Área de Proteção Ambiental Serra da Mantiqueira,886,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra da Mantiqueira,Q7455210,Serra da Mantiqueira Environmental Protection Area,NONE
Área de Proteção Ambiental Serra da Meruoca,5035,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra da Meruoca,Q96612321,NONE,NONE
Parque Nacional Serra da Mocidade,1334,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra da Mocidade,Q7455214,Serra da Mocidade National Park,NONE
Monumento Natural Serra da Moeda,5503,nature reserve in Brazil (Monumento Natural),Monumento Natural Serra da Moeda,Q96614969,Serra da Moera Natural Monument,"natural monument in Minas Gerais, Brazil"
Estação Ecológica Serra das Araras,613,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Serra das Arara,Q10275703,Serra das Araras Ecological Station,NONE
Parque Estadual Serra das Araras (MG),2917,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra das Araras (MG),Q96740929,Parque Estadual da Serra das Araras,NONE
Refúgio de Vida Silvestre Serra das Aroeiras,6047,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Serra das Aroeiras,Q96741161,NONE,NONE
Parque Nacional Serra das Confusões,2461,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra das Confusõe,Q10345240,Serra das Confusões National Park,"national park in the state of Piauí, Brazil"
Área de Proteção Ambiental Serra das Galés e da Portaria,3255,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra das Galés e da Portaria,Q96610985,Área de Proteção Ambiental da Serra das Galés e da Portaria,NONE
Parque Nacional Serra das Lontras,5139,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra das Lontra,Q18481080,Serra das Lontras National Park,NONE
Monumento Natural Serra das Torres,5496,nature reserve in Brazil (Monumento Natural),Monumento Natural Serra das Torre,Q28220639,Serra das Torres Natural Monument,Mountain peaks in Brazil
Área de Proteção Ambiental Serra da Tabatinga,636,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra da Tabatinga,Q16866160,Serra de Tabatinga Environmental Protection Area,NONE
Parque Estadual Serra da Tiririca,2184,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra da Tiririca,Q10345037,Serra da Tiririca State Park,Brazilian state park
Área de Proteção Ambiental Serra de Baturité,2006,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra de Baturité,Q25419431,Área de Proteção Ambiental da Serra de Baturité,NONE
Parque Estadual Serra de Caldas Novas,2140,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra de Caldas Novas,Q2273934,Parque Estadual da Serra de Caldas Novas,"Nature reserve in Goiás, Brazil"
Parque Nacional Serra de Itabaiana,2334,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra de Itabaiana,Q3364493,Serra de Itabaiana National Park,NONE
Parque Estadual Serra de Jaraguá,3080,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra de Jaraguá,Q10344962,NONE,NONE
Parque Estadual Serra de Santa Bárbara,1345,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra de Santa Bárbara,Q10345016,Serra de Santa Bárbara State Park,NONE
Área de Proteção Ambiental Serra de São José,2101,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra de São José,Q96612338,Área de Proteção Ambiental Serra São José,NONE
Área de Proteção Ambiental Serra de Sapiatiba,2469,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra de Sapiatiba,Q96610987,Serra de Sapiatiba Environmental Protection Area,"Environmental Protection Area in the state of Rio de Janeiro, Brazil"
Parque Estadual Serra do Aracá,787,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra do Aracá,Q10345017,Serra do Aracá State Park,NONE
Parque Estadual Serra do Brigadeiro,2120,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra do Brigadeiro,Q10345018,Serra do Brigadeiro State Park,"state park in Minas Gerais, Brazil"
Parque Estadual Serra do Cabral,4826,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra do Cabral,Q28220283,Serra do Cabral State Park,"State park in the state of Minas Gerais, Brazil"
Parque Nacional Serra do Cipó,981,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra do Cipó,Q1136747,Serra do Cipó National Park,"national park in Minas Gerais, Brazil"
Parque Estadual Serra do Conduru,1197,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra do Conduru,Q10345042,Serra do Conduru State Park,Brazilian state park
Refúgio de Vida Silvestre Serra do Cumaru,5516,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Serra do Cumaru,Q96741198,NONE,NONE
Parque Nacional Serra do Divisor,598,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra do Divisor,Q1132181,Serra do Divisor National Park,NONE
Monumento Natural Serra do Gambá,5504,nature reserve in Brazil (Monumento Natural),Monumento Natural Serra do Gambá,Q96615098,NONE,NONE
Parque Nacional Serra do Gandarela,5221,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra do Gandarela,Q22306440,Serra do Gandarela National Park,national park in Brazil
Refúgio de Vida Silvestre Serra do Giz,6059,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Serra do Giz,Q96741199,NONE,NONE
Parque Estadual Serra do Intendente,4823,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra do Intendente,Q10345019,Serra do Intendente State Park,A Brazilian State Park
Área de Proteção Ambiental Serra do Itapeti,5617,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra do Itapeti,Q96612328,NONE,NONE
Área de Relevante Interesse Ecológico Serra do Orobó,3562,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico Serra do Orobó,Q96612173,NONE,NONE
Área de Proteção Ambiental Serra do Ouro,4914,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra do Ouro,Q96610990,NONE,NONE
Parque Estadual Serra do Ouro Branco,5527,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra do Ouro Branco,Q10345045,Serra do Ouro State Park,Brazilian state park
Parque Estadual Serra do Papagaio,2918,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra do Papagaio,Q10349589,Serra do Papagaio State Park,"state park in the state of Minas Gerais, Brazil"
Parque Nacional Serra do Pardo,4265,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra do Pardo,Q7455260,Serra do Pardo National Park,"national park in the state of Pará, Brazil"
Parque Estadual Serra do Rola Moça,2485,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra do Rola Moça,Q10345047,Serra do Rola-Moça State Park,Brazilian state park
Área de Proteção Ambiental Serra do Sabonetal,2925,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra do Sabonetal,Q96612332,NONE,NONE
Parque Estadual Serra dos Martírios/Andorinhas,1311,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra dos Martírios/Andorinha,Q28221008,Serra dos Martírios/Andorinhas State Park,"State park in Pará, Brazil"
Refúgio de Vida Silvestre Serra dos Montes Altos,5190,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Serra dos Montes Altos,Q96741146,NONE,NONE
Parque Estadual Serra dos Montes Altos,5189,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra dos Montes Alto,Q92428316,"Clado Mimosoide (Leguminosae e Caesalpinioideae) no Parque Estadual da Serra dos Montes Altos, Bahia, Brasil",scientific article published in 2019
Parque Estadual Serra do Sobrado,5528,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra do Sobrado,Q96740931,NONE,NONE
Parque Nacional Serra dos Órgãos,867,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra dos Órgão,Q1753496,Serra dos Órgãos National Park,national park in Brazil
Parque Estadual Serra dos Reis,3036,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra dos Rei,Q96740932,NONE,NONE
Parque Estadual Serra dos Reis A,4185,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra dos Reis A,Q96740932,NONE,NONE
Estação Ecológica Serra dos Três Irmãos,826,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Serra dos Três Irmão,Q25221650,Serra dos Três Irmãos Ecological Station,"ecological station in Rondônia, Brazil"
Parque Estadual Serra do Tabuleiro,1152,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra do Tabuleiro,Q10345046,Serra do Tabuleiro State Park,Brazilian state park
Parque Nacional Serra do Teixeira,6106,nature reserve in Brazil (Parque Nacional),Parque Nacional Serra do Teixeira,Q120177059,Parque Nacional da Serra do Teixeira,"Brazilian conservation unit located in Paraíba, Brazil"
Área de Proteção Ambiental Serra Dourada,3083,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra Dourada,Q96611043,Serra Dourada Environmental Protection Area,"Environmental Protection Area in Goiás, Brazil"
Parque Estadual Serra Furada,1154,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra Furada,Q1534595,Serra Furada State Park,state park
Área de Proteção Ambiental Serra Geral de Goiás,2575,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Serra Geral de Goiás,Q96612336,NONE,NONE
Estação Ecológica Serra Geral do Tocantins,1405,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Serra Geral do Tocantin,Q10275700,Serra Geral do Tocantins Ecological Station,NONE
Parque Estadual Serra Negra da Mantiqueira,6045,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra Negra da Mantiqueira,Q99920717,Parque Estadual Serra Negra da Mantiqueira,State park in Brazil
Parque Estadual Serra Negra (MG),2816,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra Negra (MG),Q10345036,Serra Negra State Park,Brazilian state park
Parque Estadual Serra Nova e Talhado,4191,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra Nova e Talhado,Q28553882,Serra Nova State Park,NONE
Parque Estadual Serra Ricardo Franco,1344,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra Ricardo Franco,Q10345040,Serra Ricardo Franco State Park,Brazilian state park
Refúgio de Vida Silvestre Serras Caatingueiras,6060,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Serras Caatingueiras,Q96741200,NONE,NONE
Parque Estadual Serra Verde,5529,nature reserve in Brazil (Parque Estadual),Parque Estadual Serra Verde,Q96740934,NONE,NONE
Parque Nacional Sete Cidades,1278,nature reserve in Brazil (Parque Nacional),Parque Nacional Sete Cidade,Q10345244,Sete Cidades National Park,"national park in the state of Piauí, Brazil"
Parque Estadual Sete Passagens,3085,nature reserve in Brazil (Parque Estadual),Parque Estadual Sete Passagen,Q56695116,Parque Estadual Sete Passagens,"museum in Miguel Calmon, Bahia"
Parque Estadual Sete Salões,2818,nature reserve in Brazil (Parque Estadual),Parque Estadual Sete Salõe,Q20059210,Sete Salões State Park,Nature conservation unit belonging to the state government of Minas Gerais
Floresta Nacional Silvânia,2794,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Silvânia,Q90438009,Silvânia National Forest,NONE
Área de Proteção Ambiental Silveiras,975,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Silveiras,Q96612339,NONE,NONE
Área de Proteção Ambiental Sirinhaém,2841,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Sirinhaém,Q96611218,Área de Proteção Ambiental de Guadalupe,NONE
Área de Proteção Ambiental Sistema Cantareira,2521,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Sistema Cantareira,Q96612341,Área de Proteção Ambiental Sistema Cantareira,NONE
Monumento Natural Sítio Cana Brava,6075,nature reserve in Brazil (Monumento Natural),Monumento Natural Sítio Cana Brava,Q96615126,NONE,NONE
Área de Relevante Interesse Ecológico Sitio Curio,5489,nature reserve in Brazil (Área de Relevante Interesse Ecológico),Área de Relevante Interesse Ecológico Sitio Curio,Q19607629,NONE,NONE
Parque Estadual Sítio Fundão,5185,nature reserve in Brazil (Parque Estadual),Parque Estadual Sítio Fundão,Q96740936,NONE,NONE
Parque Estadual Sítio Rangedor,4887,nature reserve in Brazil (Parque Estadual),Parque Estadual Sítio Rangedor,Q24959788,Sítio Rangedor State Park,"state park in Maranhão, Brazil"
Monumento Natural Sítio Riacho do Meio,6072,nature reserve in Brazil (Monumento Natural),Monumento Natural Sítio Riacho do Meio,Q96615128,NONE,NONE
Floresta Nacional Sobral,3261,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Sobral,Q10282888,Sobral's National Forest,NONE
Reserva Biológica Sooretama,991,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Sooretama,Q7562736,Sooretama Biological Reserve,biological reserve
Parque Estadual Sucunduri,4257,nature reserve in Brazil (Parque Estadual),Parque Estadual Sucunduri,Q28220161,Sucunduri State Park,state park in Brazil
Floresta Estadual Sucunduri,4258,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Sucunduri,Q96614921,NONE,NONE
Reserva Extrativista Sucupira,3021,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Sucupira,Q96614152,NONE,NONE
Área de Proteção Ambiental Sul RMBH,2430,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Sul RMBH,Q96613453,Área de Proteção Ambiental Sul-RMBH,NONE
Parque Estadual Sumaúma,3553,nature reserve in Brazil (Parque Estadual),Parque Estadual Sumaúma,Q10345020,Sumaúma State Park,"state park in the city of Manaus, Amazonas"
Parque Estadual Sumidouro,2916,nature reserve in Brazil (Parque Estadual),Parque Estadual Sumidouro,Q27996876,Sumidouro State Park,NONE
Parque Nacional Superagui,854,nature reserve in Brazil (Parque Nacional),Parque Nacional Superagui,Q7643009,Superagüi National Park,"national park in Paraná, Brazil"
Refúgio de Vida Silvestre Tabuleiro do Embaubal,5435,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Tabuleiro do Embaubal,Q96741201,NONE,NONE
Estação Ecológica Taiamã,612,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Taiamã,Q7675867,Taiamã Ecological Station,NONE
Estação Ecológica Taim,946,nature reserve in Brazil (Estação Ecológica),Estação Ecológica Taim,Q956641,Taim Ecological Station,"federally-administered ecological station in the state of Rio Grande do Sul, Brazil"
Parque Estadual Tainhas,2299,nature reserve in Brazil (Parque Estadual),Parque Estadual Tainha,Q10345093,Tainhas State Park,"State park in Rio Grande do Sul, Brazil"
Área de Proteção Ambiental Tambaba,3504,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Tambaba,Q92429482,"Melastomataceae na Área de Proteção Ambiental Tambaba, Litoral Sul da Paraíba, Brasil",scientific article published in March 2013
Área de Proteção Ambiental Tanquã-Rio Piracicaba,6026,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental tanquã-rio Piracicaba,Q96612345,Área de Proteção Ambiental Tanquã-Rio Piracicaba,NONE
Floresta Nacional Tapajós,653,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Tapajó,Q6972769,National Forest Tapajós,NONE
Área de Proteção Ambiental Tapajós,4442,nature reserve in Brazil (Área de Proteção Ambiental),Área de Proteção Ambiental Tapajós,Q30326567,Tapajós Environmental Protection Area,Environmental protection area in Brazil
Reserva Extrativista Tapajós-Arapiuns,1353,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Tapajós-Arapiun,Q10359696,Tapajós-Arapiuns Extractive Reserve,NONE
Floresta Estadual Tapauá,4842,nature reserve in Brazil (Floresta Estadual),Floresta Estadual Tapauá,Q26763983,Tapauá State Forest,"state forest in the state of Amazonas, Brazil"
Reserva Biológica Tapirapé,622,nature reserve in Brazil (Reserva Biológica),Reserva Biológica Tapirapé,Q7684670,Tapirapé Biological Reserve,NONE
Floresta Nacional Tapirapé-Aquiri,654,nature reserve in Brazil (Floresta Nacional),Floresta Nacional Tapirapé-Aquiri,Q25248193,Tapirapé-Aquiri National Forest,NONE
Reserva Extrativista Taquari,4937,nature reserve in Brazil (Reserva Extrativista),Reserva Extrativista Taquari,Q96614155,NONE,NONE
Refúgio de Vida Silvestre Tatu Bola,5513,nature reserve in Brazil (Refúgio de Vida Silvestre),Refúgio de Vida Silvestre Tatu Bola,Q96741140,NONE,NONE
