Name,Category,Area (ha),Code,URL
PARNA Sete Cidades,PARNA,7700,0000.00.0166,http://uc.socioambiental.org/pt-br/arp/1278
PES Sete Passagens,PES,2821,0000.29.0297,http://uc.socioambiental.org/pt-br/arp/3085
PES Sete Salões,PES,12521,0000.31.0403,http://uc.socioambiental.org/pt-br/arp/2818
APA Setiba / Paulo César Vinha,APA,12960,0000.32.0338,http://uc.socioambiental.org/pt-br/arp/1030
ARIE Setor Habitacional Dom Bosco,ARIE,55,0000.53.1648,http://uc.socioambiental.org/pt-br/arp/3121
FLONA Silvânia,FLONA,467,0000.00.0110,http://uc.socioambiental.org/pt-br/arp/2794
APA Silveiras,APA,42700,0000.35.1717,http://uc.socioambiental.org/pt-br/arp/975
APA Sirinhaém,APA,6589,0000.26.0975,http://uc.socioambiental.org/pt-br/arp/2841
APA Sistema Cantareira,APA,249200,0000.35.1718,http://uc.socioambiental.org/pt-br/arp/2521
MONAT Sítio Cana Brava,MONAT,-,0000.23.3707,http://uc.socioambiental.org/pt-br/arp/6075
ARIE Sitio Curio,ARIE,57,0000.23.1932,http://uc.socioambiental.org/pt-br/arp/5489
PES Sítio Fundão,PES,94,0000.23.1930,http://uc.socioambiental.org/pt-br/arp/5185
PES Sítio Rangedor,PES,121,0000.21.1891,http://uc.socioambiental.org/pt-br/arp/4887
MONAT Sítio Riacho do Meio,MONAT,-,0000.23.3713,http://uc.socioambiental.org/pt-br/arp/6072
FLONA Sobral,FLONA,598,0000.00.0111,http://uc.socioambiental.org/pt-br/arp/3261
REBIO Sooretama,REBIO,24000,0000.00.0201,http://uc.socioambiental.org/pt-br/arp/991
PES Sucunduri,PES,808312,0000.13.1009,http://uc.socioambiental.org/pt-br/arp/4257
FES Sucunduri,FES,492905,0000.13.1001,http://uc.socioambiental.org/pt-br/arp/4258
RESEX Sucupira,RESEX,3188.02001953125,0000.11.0752,http://uc.socioambiental.org/pt-br/arp/3021
APA Sul RMBH,APA,163000,0000.31.0400,http://uc.socioambiental.org/pt-br/arp/2430
PES Sumaúma,PES,53,0000.13.1010,http://uc.socioambiental.org/pt-br/arp/3553
PES Sumidouro,PES,1300,0000.31.0368,http://uc.socioambiental.org/pt-br/arp/2916
PARNA Superagui,PARNA,33928,0000.00.0178,http://uc.socioambiental.org/pt-br/arp/854
RVS Tabuleiro do Embaubal,RVS,4034,0000.15.3478,http://uc.socioambiental.org/pt-br/arp/5435
ESEC Taiamã,ESEC,11200,0000.00.0062,http://uc.socioambiental.org/pt-br/arp/612
ESEC Taim,ESEC,32797,0000.00.0070,http://uc.socioambiental.org/pt-br/arp/946
PES Tainhas,PES,4924,0000.43.2005,http://uc.socioambiental.org/pt-br/arp/2299
APA Tambaba,APA,3270,0000.25.0490,http://uc.socioambiental.org/pt-br/arp/3504
APA Tamoios (APA),APA,21400,0000.33.0731,http://uc.socioambiental.org/pt-br/arp/2179
ESEC Tamoios (ESEC),ESEC,8450,0000.00.0063,http://uc.socioambiental.org/pt-br/arp/947
APA Tanquã-Rio Piracicaba,APA,-,0000.35.3888,http://uc.socioambiental.org/pt-br/arp/6026
FLONA Tapajós,FLONA,582149,0000.00.0123,http://uc.socioambiental.org/pt-br/arp/653
APA Tapajós,APA,2039581,0000.00.0268,http://uc.socioambiental.org/pt-br/arp/4442
RESEX Tapajós-Arapiuns,RESEX,647611,0000.00.0259,http://uc.socioambiental.org/pt-br/arp/1353
FES Tapauá,FES,881704,0000.13.1731,http://uc.socioambiental.org/pt-br/arp/4842
REBIO Tapirapé,REBIO,103000,0000.00.0211,http://uc.socioambiental.org/pt-br/arp/622
FLONA Tapirapé-Aquiri,FLONA,190000,0000.00.0124,http://uc.socioambiental.org/pt-br/arp/654
RESEX Taquari,RESEX,1662,0000.35.1686,http://uc.socioambiental.org/pt-br/arp/4937
RVS Tatu Bola,RVS,110110,0000.26.3318,http://uc.socioambiental.org/pt-br/arp/5513
FLONA Tefé,FLONA,1020000,0000.00.0112,http://uc.socioambiental.org/pt-br/arp/657
PES Telma Ortegal,PES,165.960006713867,,http://uc.socioambiental.org/pt-br/arp/2846
ESEC Terra do Meio,ESEC,3373111,0000.00.0047,http://uc.socioambiental.org/pt-br/arp/4263
RESEX Terra Grande-Pracuúba,RESEX,194695,0000.00.0282,http://uc.socioambiental.org/pt-br/arp/4482
PES Terra Ronca,PES,50000,0000.52.1740,http://uc.socioambiental.org/pt-br/arp/2561
APA Tietê (APA),APA,45100,0000.35.1719,http://uc.socioambiental.org/pt-br/arp/883
PARNA Tijuca,PARNA,3958,0000.00.0154,http://uc.socioambiental.org/pt-br/arp/996
REBIO Tinguá,REBIO,26260,0000.00.0212,http://uc.socioambiental.org/pt-br/arp/855
ARIE Torto,ARIE,-,0000.53.1768,http://uc.socioambiental.org/pt-br/arp/6078
REBIO Traçadal,REBIO,22540,0000.11.0770,http://uc.socioambiental.org/pt-br/arp/828
FLONA Trairão,FLONA,257482,0000.00.0265,http://uc.socioambiental.org/pt-br/arp/4446
FLONA Três Barras,FLONA,4385,0000.00.0134,http://uc.socioambiental.org/pt-br/arp/1295
PES Três Picos,PES,46350,0000.33.1485,http://uc.socioambiental.org/pt-br/arp/3186
PES Trilhas,PES,-,0000.25.3802,http://uc.socioambiental.org/pt-br/arp/6035
ESEC Tripuí,ESEC,337,0000.31.0367,http://uc.socioambiental.org/pt-br/arp/2145
APA Triunfo do Xingu,APA,1679280.52,0000.15.1039,http://uc.socioambiental.org/pt-br/arp/4644
FES Trombetas,FES,3025667,0000.15.1037,http://uc.socioambiental.org/pt-br/arp/4641
FERS Tucano,FERS,659.559997558594,0000.11.0760,http://uc.socioambiental.org/pt-br/arp/3015
PES Tucumã,PES,80944.71,0000.51.0456,http://uc.socioambiental.org/pt-br/arp/3450
ESEC Tupinambás,ESEC,28,0000.00.0064,http://uc.socioambiental.org/pt-br/arp/1104
ESEC Tupiniquins (ESEC),ESEC,43,0000.00.0071,http://uc.socioambiental.org/pt-br/arp/1105
PES Turístico do Alto Ribeira - PETAR,PES,35884,0000.35.0826,http://uc.socioambiental.org/pt-br/arp/874
PES Turvo,PES,17491,0000.43.1018,http://uc.socioambiental.org/pt-br/arp/2303
RDS Uacari,RDS,632949,0000.13.0989,http://uc.socioambiental.org/pt-br/arp/4334
FES Uaimii,FES,4398,0000.31.0896,http://uc.socioambiental.org/pt-br/arp/4189
RDS Uatumã,RDS,424430,0000.13.0990,http://uc.socioambiental.org/pt-br/arp/4244
REBIO Uatumã,REBIO,940358,0000.00.0213,http://uc.socioambiental.org/pt-br/arp/624
PARNA Ubajara,PARNA,6851,0000.00.0167,http://uc.socioambiental.org/pt-br/arp/994
REBIO Una,REBIO,18500,0000.00.0202,http://uc.socioambiental.org/pt-br/arp/1006
RVS Una (RVS),RVS,23404,0000.00.1880,http://uc.socioambiental.org/pt-br/arp/4474
REBIO União,REBIO,7756,0000.00.0217,http://uc.socioambiental.org/pt-br/arp/2399
APA Upaon-Açu/Miritiba/Alto Preguiças,APA,1535310,0000.21.1888,http://uc.socioambiental.org/pt-br/arp/783
ESEC Uruçuí-Una,ESEC,135000,0000.00.0065,http://uc.socioambiental.org/pt-br/arp/935
FLONA Urupadi,FLONA,537228,0000.00.3408,http://uc.socioambiental.org/pt-br/arp/5433
PES Utinga,PES,1393,0000.15.1022,http://uc.socioambiental.org/pt-br/arp/773
RVS Vale do Amanhecer,RVS,-,,http://uc.socioambiental.org/pt-br/arp/6083
PES Vale do Codó,PES,760,0000.41.1576,http://uc.socioambiental.org/pt-br/arp/4871
MONAT Vale dos Dinossauros,MONAT,40,0000.25.0904,http://uc.socioambiental.org/pt-br/arp/2977
ESEC Valinhos,ESEC,17,0000.35.0863,http://uc.socioambiental.org/pt-br/arp/926
MONAT Vargem da Pedra,MONAT,10,0000.31.2591,http://uc.socioambiental.org/pt-br/arp/5506
APA Vargem das Flores,APA,12263,0000.31.0370,http://uc.socioambiental.org/pt-br/arp/5488
MONAT Várzea da Lapa,MONAT,23,0000.31.2625,http://uc.socioambiental.org/pt-br/arp/5505
MONAT Várzea do Lageado e Serra do Raio,MONAT,-,0000.31.2624,http://uc.socioambiental.org/pt-br/arp/6042
APA Várzea do Rio Tietê,APA,7400,0000.35.1720,http://uc.socioambiental.org/pt-br/arp/1067
PES Vassununga,PES,1732,0000.35.0853,http://uc.socioambiental.org/pt-br/arp/1071
PES Verde Grande,PES,25570,0000.31.0397,http://uc.socioambiental.org/pt-br/arp/2919
RESEX Verde para Sempre,RESEX,1288717,0000.00.0260,http://uc.socioambiental.org/pt-br/arp/4247
RDS Veredas do Acari,RDS,60975.30078125,0000.31.0416,http://uc.socioambiental.org/pt-br/arp/4188
RVS Veredas do Oeste Baiano,RVS,128521,0000.00.0219,http://uc.socioambiental.org/pt-br/arp/3460
PES Veredas do Peruaçu,PES,30702,0000.31.0401,http://uc.socioambiental.org/pt-br/arp/2123
ARIE Vila Estrutural,ARIE,44,0000.53.1651,http://uc.socioambiental.org/pt-br/arp/5492
PES Vila Rica do Espírito Santo,PES,354,,http://uc.socioambiental.org/pt-br/arp/2247
PES Vila Velha,PES,3803,0000.41.0550,http://uc.socioambiental.org/pt-br/arp/2248
PARNA Viruá,PARNA,227011,0000.00.0179,http://uc.socioambiental.org/pt-br/arp/1333
RDS Vitória de Souzel,RDS,22957,0000.15.3480,http://uc.socioambiental.org/pt-br/arp/5436
PES Vitório Piassa,PES,107,0000.41.3334,http://uc.socioambiental.org/pt-br/arp/5084
ESEC Wenceslau Guimarães (ESEC),ESEC,2418.19995117188,0000.29.0294,http://uc.socioambiental.org/pt-br/arp/1195
RDS Xeruini,RDS,1514581,,http://uc.socioambiental.org/pt-br/arp/5118
PES Xingu,PES,95024,0000.51.0470,http://uc.socioambiental.org/pt-br/arp/3458
ESEC Xitué,ESEC,3095,0000.35.0911,http://uc.socioambiental.org/pt-br/arp/927
PES Xixová-Japuí,PES,901,0000.35.0833,http://uc.socioambiental.org/pt-br/arp/873
PES Zoobotânico,PES,109,,http://uc.socioambiental.org/pt-br/arp/3059
